Movie_ID,Title,Overview,Overview_WordCount,Genres,Director,Cast,Production_Company,Release_Date,Release_Year,Release_Month,Release_DayOfWeek,Runtime_Minutes,Budget_Local_Currency,Revenue_Local_Currency,Budget_Crores,Revenue_Crores,Profit_Local_Currency,ROI_Percent,Popularity_Score,Vote_Average,Vote_Count
1235877,Jana Nayagan,"A clash of ideologies. One stands for the people, the other feeds on control. Their paths collided once before. Years later, a child’s silent fear ignites the past, drawing a former police officer into a battle far bigger than personal revenge.",41,"Action, Drama",H. Vinoth,"Vijay, Pooja Hegde, Bobby Deol, Mamitha Baiju, Priyamani",KVN Productions,22-07-2026,2026,7,Wednesday,183,0,0,0,0,0,0,33.6214,5.5,10
1509599,Gatta Kusthi 2,"Picks up after the first film, with Veera and Keerthi balancing parenthood and Keerthi's wrestling career, featuring a role reversal where Veera takes on more domestic responsibilities.",27,"Comedy, Drama",Chella Ayyavu,"Vishnu Vishal, Aishwarya Lekshmi, Zara Zyanna, Karunas, Munishkanth",Vels Film International,03-07-2026,2026,7,Friday,153,0,0,0,0,0,0,27.6505,3.625,4
1432631,Idhayam Murali,"A young man navigates the complexities of unrequited love, finding that even as years pass and life takes unexpected turns, certain emotions remain deeply embedded in his heart.",28,"Romance, Comedy, Drama",Aakash Baskaran,"Atharvaa Murali, Fahadh Faasil, Preity Mukhundhan, Kayadu Lohar, Natarajan Subramaniam",Dawn Pictures,10-07-2026,2026,7,Friday,164,0,0,0,0,0,0,21.8,7.7,3
921711,Tamil Rockers,4 Major characters running for the Money facing more challenges by forgetting the fact that it's not the decision of money to reach human.,24,"Comedy, Thriller",Barani Jayapal,"Premji Amaran, Meenakshi Dixit, VTV Ganesh, S.P.B. Charan, Devadarshini",Jaswanth Super Cinemas,31-12-2021,2021,12,Friday,98,0,0,0,0,0,0,16.4506,4.75,4
1367220,Karuppu,"In a world where justice falters, guardian deity Vettai Karuppu takes the guise of a lawyer to battle a corrupt legal system preying on the powerless.",26,"Action, Fantasy",RJ Balaji,"Suriya, Trisha Krishnan, RJ Balaji, Indrans, Anagha Maya Ravi",Dream Warrior Pictures,14-05-2026,2026,5,Thursday,152,1336000000,279314096.5,133.6,27.93,-1056685904,-79.09,12.5282,6.7,23
1408162,Vishwanath & Sons,"Sanjay Vishwanath is an acclaimed professional handgunner in his 40s with a major stake in fame and wealth. When he comes across a woman named Maddy in her 20s, their dynamic poses many issues that they must come to terms with.",41,"Family, Drama, Romance",Venky Atluri,"Suriya, Mamitha Baiju, Radhika Sarathkumar, Raveena Tandon, Anil Kapoor",Sithara Entertainments,14-08-2026,2026,8,Friday,0,0,0,0,0,0,0,14.0608,0,0
1479832,DC,Rebel Devadas joins forces with Chandra in a dangerous world where passion and peril collide. Their turbulent alliance demands bloodshed and tests loyalties as survival becomes the ultimate stake in their fight.,32,"Romance, Action, Drama",Arun Matheswaran,"Lokesh Kanagaraj, Wamiqa Gabbi, Sanjana Krishnamoorthy, Sharath Ravi, Kobisan Chandrakumar",Sun Pictures,07-08-2026,2026,8,Friday,141,0,0,0,0,0,0,12.6931,0,0
1515729,Blast,A seemingly ordinary family must unleash their hidden martial arts skills when they clash with a ruthless criminal gang tied to corruption and violence.,24,"Action, Thriller",Subash K Raj,"Arjun Sarja, Abhirami, Preity Mukhundhan, Vivek Prasanna, John Kokken",AGS Entertainment,28-05-2026,2026,5,Thursday,143,0,0,0,0,0,0,12.6937,6.864,33
1324842,Lucky the Superstar,"A stray puppy's adventure transforms lives: helping a child heal, bringing a family together, and causing political mayhem while finding her way home.",23,"Drama, Comedy",Udhayabanu Mageswaran,"G. V. Prakash Kumar, Anaswara Rajan, Meghna Sumesh, Subbu Panchu, Devadarshini",Kavithalayaa Productions,20-02-2026,2026,2,Friday,123,0,0,0,0,0,0,6.218,2.3,3
1433117,Kara,"A thief tries to go straight, but when predatory banks trap his father in debt, he returns to crime — with a determined cop closing in on his trail.",29,"Crime, Drama, Thriller, Action",Vignesh Raja,"Dhanush, Mamitha Baiju, K. S. Ravikumar, Suraj Venjaramoodu, Karunas",Vels Film International,30-04-2026,2026,4,Thursday,161,0,0,0,0,0,0,6.7149,5.833,27
987642,Arulmozhi,A private investigator accidently becomes a vigilante as he tries to save his friend and his family who are abducted by a dangerous militant group that is going to release a chemical bomb.,33,"Action, Drama",Manan Subra,"Sangabalan Subramaniam, Alvin Martin, Vikadakavi Magen, Pashini Sivakumar, Vidia Liana",Jaysanga Sir Sdn Bhd,16-06-2022,2022,6,Thursday,120,0,0,0,0,0,0,5.5072,0,0
611377,Azhaggiye Thee,,0,"Drama, Romance",Logan,Saresh D'seven,AT Movies,27-06-2019,2019,6,Thursday,150,0,0,0,0,0,0,4.728,6,1
1602337,Parimala and Co,"A dark comedy centered around a chaotic family whose tangled relationships and unpredictable situations lead to emotionally charged and absurd moments, blending humor with underlying tension and drama.",28,"Crime, Comedy, Mystery, Thriller",Pandiraj,"Jayaram, Urvashi, Sanjana Krishnamoorthy, Ananthika Sanilkumar, Mysskin",Lyca Productions,05-06-2026,2026,6,Friday,138,0,0,0,0,0,0,4.8635,6.25,4
417709,Geethaiyin Raadhai,"A romantic Indian comedy that tells the story of a girl who finds the hero of her life and the two of them eventually fall in love with each other. However, they must also work together to overcome the hardship in their journey of love.",45,"Romance, Comedy",Shalini Balasundaram,"Karnan GCrak, Shalini Balasundaram, Vicran Elanggoven, Suvarna Panjavaranam, Kannan Raajamanickam",Vikadakavi Production,22-09-2016,2016,9,Thursday,135,0,0,0,0,0,0,4.4647,0,0
1126723,Mr. X,Centers on secret intelligence agency cases involving five major national threats that were thwarted through covert operations.,17,"Action, Thriller",Manu Anand,"Arya, Gautham Ram Karthik, Manju Warrier, R. Sarathkumar, Anagha",Prince Pictures,17-04-2026,2026,4,Friday,153,0,0,0,0,0,0,5.0485,5.5,4
1565790,Double Occupancy,"Rajini transforms between woman by day and man by night, hiding this gender swap from partners creating tangled complications.",19,"Romance, Drama, Fantasy",Aswin Kandasamy,"Santhosh Sreeram, Reshma Venkatesh, Samyuktha Viola Viswanathan, Vinoth Kishan, VTV Ganesh",Avni Cinemax,12-06-2026,2026,6,Friday,132,0,0,0,0,0,0,4.1909,6,1
1273049,Dragon,"Raghavan transforms from a school topper into a “bad boy” to score girls in college, but ends up a heartbroken dropout. He then cons his way into a successful finance career, but the lies keep building and maintaining the facade proves tricky.",42,"Comedy, Romance, Drama",Ashwath Marimuthu,"Pradeep Ranganathan, Anupama Parameswaran, Kayadu Lohar, Mysskin, Gautham Vasudev Menon",AGS Entertainment,21-02-2025,2025,2,Friday,157,356810196,1150309026,35.68,115.03,793498830,222.39,3.9198,7.198,48
489398,Aasaan,"Professor Madhusoodhanan is an applied Mathematics professor whose weapon is his intelligence. With nothing to lose except his daughter, Madhusoodhanan must win the fight to keep his daughter safe.",29,"Action, Drama",S. D. Puvanendran,"Hari Dhass, Shashi Tharan, Seelan Manoheran, Saresh D'seven, Sasitharan K. Rajoo",Nova Rimbun,30-11-2017,2017,11,Thursday,150,0,0,0,0,0,0,4.2029,0,0
1542352,Youth,"Youth follows Praveen, a 15-year-old boy who enters adolescence determined to find true love before school ends. As he goes through multiple relationships and heartbreaks, he slowly begins to understand what love truly means. Along the way, the experiences shape his growth, maturity, and outlook on life.",47,"Comedy, Romance, Drama",Ken Karunaas,"Ken Karunaas, Anishma Anilkumar, Suraj Venjaramoodu, Devadarshini, Meenakshi Dinesh",Paarvathaa entertainment,19-03-2026,2026,3,Thursday,141,62858800,628588000,6.29,62.86,565729200,900,4.0925,7.105,19
1137861,Maalai Nera Malipoo,The movie is about how the global pandemic forces a prostitute to change her medium of work onto a digital platform and how her relationship with her son is affected,30,Drama,Sanjay Narayanan,"Vinithra Madhavan Menon, Master Ashwin, Dhinesh Pandiyar, Arjun Maheswar, Samyuktha",Every Frame Matters,09-06-2023,2023,6,Friday,119,0,0,0,0,0,0,3.1503,6.5,2
1510769,29,"A quirky 29-year-old named Sathya embarks on an unexpected journey of laughter, unlikely friendships, and self-discovery. Through hilarious misadventures and chance encounters, he slowly sees life's bigger picture - its surprises, joys, and second chances.",35,"Romance, Comedy, Drama",Rathna Kumar,"Vidhu, Preethi Asrani, Mahendran, Sindhu Shyam, Avinash Raghudevan",Stone Bench Creations,08-05-2026,2026,5,Friday,149,0,0,0,0,0,0,3.7595,6.9,8
1508564,With Love,"Sathya reluctantly agrees to a blind date arranged by his sister and meets Monisha. They discover they attended the same school years ago. Bonding over shared memories and old crushes, they reconnect with their past and grow closer.",38,"Romance, Comedy",Madhan,"Abishan Jeevinth, Anaswara Rajan, Harish Kumar, Kavya Anil, Sacchin Nachiappan",MRP Entertainment,06-02-2026,2026,2,Friday,141,0,0,0,0,0,0,3.3895,6.595,21
519965,Villavan,A young man takes on the role of a vigilante and goes out to hunt his father's murderer. This ongoing search eventually leads him to unexpected surprises.,27,"Action, Adventure",Vassan,"Vinod Mohana Sundaram, Sangeeta Krishnasamy, Logan Nathan, Mathialagan, Bala Ganapathi William",GVKM Elephant Pictures,19-04-2018,2018,4,Thursday,120,0,0,0,0,0,0,4.2481,6,1
400921,Avan Aval,"The story is based on real life incidents and is a revenge thriller with lot of suspense. A husband wants to take revenge for an extramarital affair, his wife has. The way a mysterious girl befriends him and helps his endeavour, forms the crux of the story.",47,,Ramesh Krish,"Devika Madhavan, Chandrika, Sachu, Vignesh",Unknown,08-04-2016,2016,4,Friday,0,0,0,0,0,0,0,4.3302,7,1
1561955,Stephen,"A psychiatrist evaluating a self-confessed serial killer unravels a twisted web of trauma, deceit, and psychological manipulation—only to question if the killer is truly guilty or just another victim in a larger, darker game.",34,"Thriller, Mystery",Mithun,"Gomathi Shankar, Smruthi Venkat, Michael Thangadurai, Vijayashree, Kuberan",JM Production House,05-12-2025,2025,12,Friday,124,0,0,0,0,0,0,3.4825,6.58,25
672041,Santhittha Naal Muthal,"The movie is about a love story between the main characters, Tamil and Mozhi. This story begins from their first encounter in their high school years till their adulthood. The movie illustrates how their relationships are coping with different challenges over time.",42,"Romance, Comedy",Sheela Pravina,"Mervin Emmanuel, Nawinia Murali, Kishalini, David Anthony, Kogila Cumarasamy",Top Movies Sdn Bhd,13-02-2020,2020,2,Thursday,120,0,0,0,0,0,0,4.1146,0,0
616367,Igloo,"Webbed around a couple who believe, preach and practise positivity, where the ‘picture perfect’ lives of a couple are devastated with a hazardous illness and how they handle it positively",30,"Drama, Romance",Bharath Mohan,"Amzath Khan, Anju Kurian, Bagavathi Perumal, Mathew Varghese, Lizzie Antony",Drumsticks Productions,17-07-2019,2019,7,Wednesday,138,0,0,0,0,0,0,3.4654,5.5,3
602143,Unmaiyen Velicham,"A thriller film directed by PK Sivakumar, starring Kirthi Krishna, Nizhalgal Ravi and Vijay Aathik in the lead roles.",19,"Drama, Thriller",Unknown,"Kirthi Krishna, Nizhalgal Ravi, Vijay Aathik",Sree Sree Printers,10-05-2019,2019,5,Friday,138,0,0,0,0,0,0,3.5108,0,0
1596008,Con City,"Follows a struggling family whose lives change when a receipt printer starts generating money after a lightning strike, leading to public chaos when society discovers the money-making machine.",28,"Comedy, Crime, Drama",Harish Durairaj,"Arjun Das, Anna Ben, Yogi Babu, Vadivukarasi, Thambi Ramaiah",Power House Pictures,26-06-2026,2026,6,Friday,150,0,0,0,0,0,0,3.4474,6.5,2
913932,Ikk,"A footballer who suffers a head injury on the field witnesses a murder while convalescing in his hospital room. However, there is hardly any sign of a crime having happened. What's happening?",32,"Fantasy, Thriller",Babu Tamizh,"Yogesh, Anicka Vikraman, Guru Somasundaram, Aadukalam Naren, Y. G. Mahendran",Dharmraj Films,10-12-2021,2021,12,Friday,103,0,0,0,0,0,0,3.8512,0,0
959163,Gatta Kusthi,"Veera, a misguided man who wants a timid, not-so-learned and subservient wife with long hair, unknowingly ends up getting married to Keerthi, an intrepid wrestler who is also more educated than him and has cropped hair. For how long can Keerthi maintain the charade and what happens when Veera comes to know the truth?",54,"Comedy, Drama",Chella Ayyavu,"Aishwarya Lekshmi, Vishnu Vishal, Karunas, Munishkanth, Kaali Venkat",Vishnu Vishal Studioz,02-12-2022,2022,12,Friday,146,0,258850000,0,25.89,0,0,4.0828,5.774,31
1538457,Meesaya Murukku 2,,0,"Comedy, Romance, Drama",HipHop Tamizha Adhi,"HipHop Tamizha Adhi, Ketika Sharma, Chaithra J Achar, Ramya Ranganathan, Harshath Khan",Avni Cinemax,25-09-2026,2026,9,Friday,0,0,0,0,0,0,0,3.6112,0,0
682569,Athaiyum Thaandi,"Directed by Vikinish Lokarag Asokan, this romantic drama film stars Vemanna Appannah, Yuvaraj Krishnasamy, Vanessa Cruez and Sathis Rao Chinniah.",20,"Comedy, Romance",Vikinish Lokarag Asokan,"Vemanna Appannah, Yuvaraj Krishnasamy, Vanessa Cruez, Sathis Rao Chinniah",AT Movies,12-03-2020,2020,3,Thursday,111,0,0,0,0,0,0,3.7894,7,1
1538273,Pyaar Prema Kalyanam,,0,"Romance, Comedy",Elan,"Elan, Saanve Meghana, Radhika Sarathkumar, M. S. Bhaskar, Yogi Babu",Rise East Entertainments Pvt Ltd,21-08-2026,2026,8,Friday,0,0,0,0,0,0,0,2.7977,0,0
589120,Thumbaa,Two painters and a photographer try to stop a forest officer from poaching a tiger.,15,Adventure,Harish Ram LH,"Darshan, Keerthi Pandian, KPY Dheena, George Vijay Nelson, Dharani Vasudevan",Regal Reels,21-06-2019,2019,6,Friday,123,0,0,0,0,0,0,2.4609,0,0
949229,Leo,"Parthiban, a cafe owner, lives with his family in Himachal Pradesh. Things take an absurd turn for him when he gets in the way of a drug cartel.",28,"Action, Crime, Thriller",Lokesh Kanagaraj,"Vijay, Sanjay Dutt, Arjun Sarja, Trisha Krishnan, Madonna Sebastian",Seven Screen Studios,18-10-2023,2023,10,Wednesday,163,3525310298,5993027548,352.53,599.3,2467717250,70,3.5479,6.851,134
458383,Vettai Naai,"Set against the backdrop of a village near Kodaikanal, Vettai Naai revolves around Sekar (RK Suresh), a small-time rowdy, who seeks redemption post his marriage.",25,"Drama, Action",Jai Shankar,"R. K. Suresh, Subiksha, Ramki, Namo Narayana, Rama",THAAI MOVIES,26-02-2021,2021,2,Friday,122,0,0,0,0,0,0,2.3961,0,0
413136,Merku Thodarchi Malai,"Living on the borders of Kerala and Tamil Nadu, Rangasamy, a laborer just like his fellow sons of soils toils, hard-working at the spice plantations owned by landlords. He lives a happy life and wishes to own a piece of land and earn a living through farming. After years of struggle, his dream finally comes true when Chaako, a local politician helps him buy the land, however, he soon faces tougher challenges as he has to deal with corrupt and wealthy politicians.",82,Drama,Lenin Bharathi,"Antony, Gayathri Krishna, Anthony Vaathiyaar, Abu Valayamkulam, Thevaram Sornam",Vijay Sethupathi Productions,24-08-2018,2018,8,Friday,122,0,0,0,0,0,0,3.2858,7.5,17
1118224,Maharaja,"A barber seeks vengeance after his home is burglarized, cryptically telling police his ""Lakshmi"" has been taken, leaving them uncertain if it's a person or object, jeer at his request until they learn what they're really looking for.",38,"Action, Thriller, Mystery",Nithilan Saminathan,"Vijay Sethupathi, Anurag Kashyap, Sachana Namidass, Natarajan Subramaniam, Abhirami",Passion Studios,14-06-2024,2024,6,Friday,141,0,898338257,0,89.83,0,0,3.4354,7.694,237
1579405,Love Oh Love,"A couple is in love. One partner's excessive spending pushes the other into debt. When the burdened partner decides to seek a divorce, the other files a police complaint through the leader of a women's association. As they begin living together, they gradually understand each other's struggles. Eventually, they reconcile and choose to continue their life together.",57,"Romance, Comedy",Magesh Rajendran,"Pavish Narayanan, Naga Durga, Selvaraghavan, Vanitha Vijayakumar, K. S. Ravikumar",Zinema Media,10-07-2026,2026,7,Friday,130,0,0,0,0,0,0,3.6198,0,0
1602783,Thaai Kizhavi,"An elderly and feared moneylender from a village near Madurai falls seriously ill, prompting her estranged sons and extended family to reunite after years of separation. As tensions rise inside the household, hidden motives, family conflicts, and expectations over her wealth turn her uncertain condition into the center of a chaotic family drama.",53,"Comedy, Drama",Sivakumar Murugesan,"Radhika Sarathkumar, Singampuli, Aruldoss, Balasaravanan, Munishkanth",Sivakarthikeyan Productions,27-02-2026,2026,2,Friday,144,81758941.5,0,8.18,0,0,0,3.4421,7.05,10
854384,Kaalam Maari Pochu,Vasu's birthday surprises catch everyone off-guard.,6,Drama,Kumaravarman R. Sivaperumal,"Ravin Rao Santheran, Kavita Sinniah, Eswarji, Bawang Manisegaran, A. Kabilan",Unknown,25-06-2020,2020,6,Thursday,23,0,0,0,0,0,0,3.0859,0,0
405684,Kaatru Veliyidai,"Romance is in the air as the lives of Fighter Pilot Varun & Medical Doctor Leela collide amidst the scenic beauty of Kashmir. While Leela yearns for Varun’s affection in the delicate of ways, Varun’s idea of love is all give-give, not give-take. Just as the avalanche of built-up emotions sets rolling, Varun becomes a PoW post the Kargil episode. Do their paths cross later?",65,"Romance, Thriller",Mani Ratnam,"Karthi, Aditi Rao Hydari, RJ Balaji, Rukmini Vijayakumar, KPAC Lalitha",Madras Talkies,07-04-2017,2017,4,Friday,147,0,0,0,0,0,0,3.1254,5.6,29
647650,Pulanaivu,"Aishwarya, a young and beautiful woman who is just starting college, is trying to move on from her previous relationship. So she is not interested when one of her new friends falls for her and tries hard to earn her love and attention. As their love story develops, a murder suddenly occurs.",52,"Crime, Romance, Thriller",Shalini Balasundaram,"Irfan Zaini, Shalini Balasundaram, Desmond Dass, Krithigah Nair, Kabil Ganesan",Story Films Sdn Bhd,14-11-2019,2019,11,Thursday,115,0,0,0,0,0,0,3.3867,7,1
606563,Zombie,A group of individuals are trapped in a resort where there's a zombie outbreak. Can they get out of the place alive?,22,"Comedy, Horror",Bhuvan Nallan,"Yogi Babu, Yashika Anand, T.M. Karthik, Bijili Ramesh, John Vijay",S3 Pictures,06-09-2019,2019,9,Friday,129,0,0,0,0,0,0,2.9519,3,2
357706,Irudhi Suttru,"A grumpy boxing coach takes on a young, rebellious woman under his wings and starts training her for the world championship. But their biggest battle has to be fought outside the ring.",32,Drama,Sudha Kongara Prasad,"R. Madhavan, Ritika Singh, Mumtaz Sorcar, Nassar, Radha Ravi",Rajkumar Hirani Films,28-01-2016,2016,1,Thursday,109,25050000,175350000,2.5,17.54,150300000,600,2.5296,7.341,66
764750,The Nightmare,A heartbroken young lady battles sinister urges and accidentally attracts Death.,11,"Horror, Thriller",V. G. Ravyn Manogaran,"Vidia Liana, Logen Manogaran",Ravynizm Entertainment,23-05-2020,2020,5,Saturday,10,0,0,0,0,0,0,3.358,6,1
329133,RajiniMurugan,Rajini Murugan locks horns with Yezharai Mookkan who tries to get a share of Murugan's ancestral property by defaming his grandfather.,21,"Comedy, Action",Ponram,"Sivakarthikeyan, Keerthy Suresh, Soori, Samuthirakani, Rajkiran",Eros International,04-12-2015,2015,12,Friday,159,0,0,0,0,0,0,3.1732,5.3,27
1234139,Jailer 2,"Following the events of ""Jailer"",  former ruthless police officer Muthuvel Pandian must come face-to-face with an even larger threat.",19,"Action, Comedy",Nelson Dilipkumar,"Rajinikanth, Mohanlal, Ramya Krishnan, Mithun Chakraborty, Vijay Sethupathi",Sun Pictures,15-10-2026,2026,10,Thursday,0,0,0,0,0,0,0,3.1781,0,0
1680497,Galatta Family,"The plot follows a struggling man who swaps identities with his gangster lookalike, resulting in chaotic consequences",17,"Comedy, Drama",A. Sarkunam,"Vimal, Anicka Vikraman, Thambi Ramaiah, Rajendran, Anandaraj",Unknown,28-11-2025,2025,11,Friday,0,0,0,0,0,0,0,2.6448,0,0
475934,Kadhal Kasakuthaiya,"Diya, a twelfth standard school girl, due to peer pressure and her surroundings, is in quest of her love. She finds a twenty-five-year-old Arjun, who is a software engineer by profession, as her perfect match and tries to impress him. How Diya wins her love overcoming all the social stigma forms the main part of the story.",57,"Comedy, Romance, Drama",Dwarakh Raja,"Dhruva, Venba, Charle, Kalpana, Linga",Etcetera Entertainment,08-09-2017,2017,9,Friday,0,0,0,0,0,0,0,3.0244,5.8,2
743563,Vikram,"Amar is assigned to investigate a case of serial killings. When Amar investigates the case, he realizes it is not what it seems to be and following down this path will lead to nothing but war between everyone involved.",39,"Action, Crime, Thriller",Lokesh Kanagaraj,"Kamal Haasan, Fahadh Faasil, Vijay Sethupathi, Suriya, Narain",Raajkamal Films International,02-06-2022,2022,6,Thursday,174,1282113108,4523363169,128.21,452.34,3241250061,252.81,2.745,7.543,173
794353,Aatkal Thevai,Bases on a true story the movie shows the crime of drug facilitated sexual assault.,15,,Sakthee Sivan,"Sakthee Sivan, Mime Gopi, Boxer Dheena, Anu, Gayatri Rema",Unknown,05-02-2021,2021,2,Friday,0,0,0,0,0,0,0,3.1899,1,1
548513,Avalukkenna Azhagiya Mugam,"Three friends, who experienced love failure, go on a trip with another friend of theirs to make his affair a successful one.",22,,A. Kesavan,"Vijay Karthik, Yogi Babu, Anupama Prakash, Poovarasan, Vicky Adhitiyan",Kathiravan Studios,07-09-2018,2018,9,Friday,0,0,0,0,0,0,0,3.1803,0,0
587471,Tamilarasan,"Frustrated with a greedy hospital, an honest cop takes its heart surgeon hostage to save his son. Can he succeed, especially with his corrupt superior Rana Pratap Singh already has a bone to pick with him, trying to put him down?",41,"Action, Drama",Babu Yogeswaran,"Vijay Antony, Remya Nambeesan, Suresh Gopi, Pranav MohanRaja, Sonu Sood",SNS Movies,21-04-2023,2023,4,Friday,136,0,0,0,0,0,0,3.1051,3.1,7
1209511,Love Insurance Kompany,"In 2040, an app premised on ensuring romance for all is used widely by the population. When the voice behind the app's AI realizes its misconception to true love, he embarks on a quest to prove that love does not come from a screen.",44,"Romance, Science Fiction, Comedy",Vignesh Shivan,"Pradeep Ranganathan, Krithi Shetty, S. J. Suryah, Yogi Babu, Gouri G Kishan",Seven Screen Studios,10-04-2026,2026,4,Friday,157,0,0,0,0,0,0,2.7278,4.8,8
392383,Tea Kadai Raja,The story centers around boys who live next door to each other and revolves around a love affair of one of the boys in his semi urban backdrop.,28,,Marudhu Raja,"Marudhu Raja, Neha Gayatri, Yogi Babu, Sharmila Thapa, Madhan Bob",Unknown,08-04-2016,2016,4,Friday,107,0,0,0,0,0,0,2.4949,0,0
1623927,Granny,"Granny is an upcoming film directed by Vijaya Kumara, starring Vadivukkarasi, Dhileepan, Singampuli, Gaja Raja, Ananthu Nag, and Aparna in prominent roles.",22,Horror,Vijaya Kumaran,"Vadivukarasi, Dhileban, Gajaraj, Ananth Nag, Aparna",Vijay Mary Universal Media,30-01-2026,2026,1,Friday,124,0,0,0,0,0,0,3.0784,0,0
1561687,Made in Korea,A woman from a small town in Tamil Nadu moves to South Korea — a place she always dreamed of — but struggles to find her footing in a foreign land.,31,Drama,Ra. Karthik,"Priyanka Arul Mohan, Rishikanth, Park Hye-jin, Baek Si-hun, Jang Jae-hyeon",Rise East Entertainments Pvt Ltd,12-03-2026,2026,3,Thursday,113,0,0,0,0,0,0,3.1029,7.25,42
618880,Chennai Palani Mars,"An aspiring scientist and a musician, both peculiar by nature, set out on an ambitious trip to Mars.",18,"Fantasy, Drama, Comedy",Biju Viswanath,"Praveen Raja, Rajesh Giriprasad, Vasant Marimuthu, A. Ravikumar, Madhan Kumar Dhakshinamoorthy",Vijay Sethupathi Productions,26-07-2019,2019,7,Friday,120,0,0,0,0,0,0,2.9004,2,2
1556783,TN 2026,"Set in Pollachi, the story follows a powerful landlord, Sivalingam Mandradiyar, who becomes obsessed with a rising actor, Kukanth Kumar, believing he is the next M.G.R. He pours his wealth into shaping the actor's career and political future. But as ambition and fame grow, so does the risk of downfall. Will it lead to power or ruin?",57,"Comedy, Drama",Umapathy Ramaiah,"Natarajan Subramaniam, Thambi Ramaiah, M. S. Bhaskar, Ilavarasu, Shrita Rao",Kannan Ravi Groups,10-04-2026,2026,4,Friday,138,0,0,0,0,0,0,3.3659,0,0
444516,Naachiyaar,"A lady cop takes interest in the case of a pregnant minor girl and her lover. But there’s a twist in the case, and can she right a wrong, despite pressure from superiors?",33,"Crime, Thriller",Bala,"Jyothika, G. V. Prakash Kumar, Rockline Venkatesh, Ivana, Gopi Kannadasan",EON Productions Limited,16-02-2018,2018,2,Friday,100,0,0,0,0,0,0,2.8876,5.583,12
1518247,Happy Raj,"A city romance meets a rural family invasion. What follows is chaos, comedy, and heartfelt moments. The story unfolds as a joyful entertainer that explores love, cultural clashes, and the importance of family bonds.",34,"Romance, Comedy, Drama",Maria Raja Elenchezhian,"G. V. Prakash Kumar, Sri Gouri Priya Reddy, Abbas, George Mariyan, Geetha Kailasam",Beyond Pictures,27-03-2026,2026,3,Friday,159,0,1984544.5,0,0.2,0,0,3.194,4.5,4
1730079,Saa Vee,A young man's life turns into a nightmare when his uncle's dead body disappears the moment he closes his eyes.,20,"Comedy, Mystery, Thriller, Drama",Anton Ajith,"Udaya deep, Aadesh Bala, Aashika V, Ratchasan Yazar, Master Ajay",Anton Ajith Productions,05-12-2025,2025,12,Friday,105,6569195.5,0,0.66,0,0,0,2.5949,10,3
577757,Kuthuoosi,"A well-educated youngster drops his plans of settling down in the US to develop agriculture in his village, but faces threat from many people.",24,"Action, Drama",Siva Shakthi,"Dhileban, Amala Rose, Jaya Balan, Yogi Babu",Sri Lakshmi Studios,25-01-2019,2019,1,Friday,134,0,0,0,0,0,0,2.7221,0,0
328376,Touring Talkies,"A 75-year-old man, who is one the verge of dying, goes searching for the lover from his youth. Does he find her? A school girl from a lower caste is raped and murdered by two powerful upper caste men. Her elder sister takes revenge in her own style...",48,Drama,S. A. Chandrasekhar,"S. A. Chandrasekhar, Manobala, Robo Shankar, Sunu Lakshmi, Vijay Vishwa",Star Makers,30-01-2015,2015,1,Friday,136,40497500,0,4.05,0,0,0,2.8118,4,1
411491,Kadalai,A youngster with a lackadaisical attitude realises the importance of embracing agriculture when a selfish businessman tries to acquire land from his village.,23,"Romance, Comedy",P Sagaya Suresh,"Ma Ka Pa Anand, Aishwarya Rajesh, Yogi Babu, Ponvannan, John Vijay",Udhayam Entertainment,28-10-2016,2016,10,Friday,138,0,0,0,0,0,0,2.8946,0,1
533296,Kasu Mela Kasu,"Periyasamy, an idler, hopes to enjoy life as a rich man by making his son, Murali woo Mynaa, who, he thinks, is the daughter of a wealthy jeweller. Little does he realise that Mynaa is actually the daughter of a beggar!",41,"Comedy, Romance",K. S. Palani,"Mayilsamy, Ganja Karuppu, Kovai Sarala, Nalini, Jangiri Madhumitha",Ragav Movie Entertainment,06-07-2018,2018,7,Friday,122,0,0,0,0,0,0,2.9018,0,0
1257957,Bison Kaalamaadan,A young man fights to overcome violence plaguing his village and succeed as a professional kabaddi player.,17,"Drama, Action",Mari Selvaraj,"Dhruv Vikram, Anupama Parameswaran, Rajisha Vijayan, Pasupathy, Ameer",Neelam Productions,17-10-2025,2025,10,Friday,169,0,0,0,0,0,0,2.8967,7.316,19
1321108,Dude,"Childhood friends Agan and Kural are inseparable. When Kural encounters romantic troubles, Agan must balance his hidden feelings for her with his desire to ensure her happiness.",27,"Action, Comedy, Drama, Romance",Keerthiswaran,"Pradeep Ranganathan, Mamitha Baiju, R. Sarathkumar, Hridhu Haroon, Neha Shetty",Mythri Movie Makers,17-10-2025,2025,10,Friday,140,0,0,0,0,0,0,2.4143,5.543,46
402692,Metro,"A journalist becomes a vigilante in order to bring down a chain-snatching gang, unaware of the fact that his younger brother is a part of it.",26,"Thriller, Action, Crime",Ananda Krishnan,"Metro Shirish, Bobby Simha, Yogi Babu, Vijay Sathya, Maya Preethi",Metro Productions,24-06-2016,2016,6,Friday,119,0,0,0,0,0,0,2.8605,6.7,8
605241,Perazhagi ISO,,0,,Unknown,"Shilpa Manjunath, Vivek Raj, Livingston, Sundarrajan, Sachu",Unknown,24-05-2019,2019,5,Friday,118,0,0,0,0,0,0,2.6922,0,0
