movie_id,title,imdb_id,overview,genres,director,cast,language,year,rating,votes,runtime_minutes,poster,backdrop,trailer,popularity,budget_crores,revenue_crores,production_company,release_date,source
,Love Insurance Kompany,,"In 2040, an app premised on ensuring romance for all is used widely by the population. When the voice behind the app's AI realizes its misconception to true love, he embarks on a quest to prove that love does not come from a screen.","Romance, Sci-Fi, Comedy",Vignesh Shivan,"Pradeep Ranganathan, Krithi Shetty, S. J. Suryah, Yogi Babu, Gouri G Kishan",Tamil,0,,,,,,,,,,,,dataset_3_tamil
1209511,Love Insurance Kompany,,"In 2040, an app premised on ensuring romance for all is used widely by the population. When the voice behind the app's AI realizes its misconception to true love, he embarks on a quest to prove that love does not come from a screen.","Romance, Science Fiction, Comedy",Vignesh Shivan,"Pradeep Ranganathan, Krithi Shetty, S. J. Suryah, Yogi Babu, Gouri G Kishan",,2026,4.8,8.0,157.0,,,,2.7278,0.0,0.0,Seven Screen Studios,10-04-2026,dataset_4
,Love Lies Bleeding,,"Gym manager Lou falls for Jackie, a bodybuilder who is passing through town en route to a competition in Las Vegas.","Action, Adventure, Crime, Mystery, Romance, Thriller",Rose Glass,"Anna Baryshnikov, Kristen Stewart, Dave Franco, Katy O'Brian, Jena Malone, Eldon Jones",Tamil,0,,,,,,,,,,,,dataset_3_tamil
,Love Marriage,,"Ram, a 33-year-old Bachelor From Madurai, Faces Mounting Pressure to Get Married. Amidst Cultural Expectations and Comic Misadventures, He Embarks on a Journey of Self-discovery, Questioning Tradition and Seeking His Own Path to Happiness","Romance, Comedy, Family",Shanmuga Priyan,"Vikram Prabhu, Sushmitha Bhat, Meenakshi Dinesh, Ramesh Thilak, Gajaraj",Tamil,0,,,,,,,,,,,,dataset_3_tamil
1433112,Love Marriage,,"Ram, a 33-year-old Bachelor From Madurai, Faces Mounting Pressure to Get Married. Amidst Cultural Expectations and Comic Misadventures, He Embarks on a Journey of Self-discovery, Questioning Tradition and Seeking His Own Path to Happiness","Romance, Comedy, Family",Shanmuga Priyan,"Vikram Prabhu, Sushmitha Bhat, Meenakshi Dinesh, Ramesh Thilak, Gajaraj",,2025,5.0,3.0,120.0,,,,0.8064,0.0,0.0,Assure Films,27-06-2025,dataset_4
,Love Oh Love,,"A couple is in love. One partner's excessive spending pushes the other into debt. When the burdened partner decides to seek a divorce, the other files a police complaint through the leader of a women's association. As they begin living together, they gradually understand each other's struggles. Eventually, they reconcile and choose to continue their life together.","Romance, Comedy",Magesh Rajendran,"Pavish Narayanan, Naga Durga, Selvaraghavan, Vanitha Vijayakumar, K. S. Ravikumar",Tamil,0,,,,,,,,,,,,dataset_3_tamil
1579405,Love Oh Love,,"A couple is in love. One partner's excessive spending pushes the other into debt. When the burdened partner decides to seek a divorce, the other files a police complaint through the leader of a women's association. As they begin living together, they gradually understand each other's struggles. Eventually, they reconcile and choose to continue their life together.","Romance, Comedy",Magesh Rajendran,"Pavish Narayanan, Naga Durga, Selvaraghavan, Vanitha Vijayakumar, K. S. Ravikumar",,2026,0.0,0.0,130.0,,,,3.6198,0.0,0.0,Zinema Media,10-07-2026,dataset_4
,Love Today,,A young couple is made to exchange their phones for a day. What follows is a hilarious and emotional sequence of events that puts their lives in misery.,"Comedy, Drama, Romance",Pradeep Ranganathan,"Pradeep Ranganathan, Ivana, Akshaya Udhayakumar, Raveena Ravi, Radhika Sarathkumar",Tamil,0,,,,,,,,,,,,dataset_3_tamil
1032627,Love Today,,A young couple is made to exchange their phones for a day. What follows is a hilarious and emotional sequence of events that puts their lives in misery.,"Comedy, Romance",Pradeep Ranganathan,"Pradeep Ranganathan, Ivana, Akshaya Udhayakumar, Raveena Ravi, Radhika Sarathkumar",,2022,6.905,58.0,154.0,,,,2.5045,0.0,0.0,AGS Entertainment,04-11-2022,dataset_4
,Love's Green Patch,,"Best friends Raja and Deva are so close that they often share the same twin bed. When Raja finally feels comfortable enough to come out as gay to his bestie, the dynamics of their relationship begin to change.",Drama,Keerthivasan B,"Dhilip Khana, Devakrishnan, Mohamed Nafeel, Vandhana Varghese",Tamil,0,,,,,,,,,,,,dataset_3_tamil
1448133,Love's Green Patch,,"Best friends Raja and Deva are so close that they often share the same twin bed. When Raja finally feels comfortable enough to come out as gay to his bestie, the dynamics of their relationship begin to change.",,Keerthivasan B,"Dhilip Khana, Devakrishnan, Mohamed Nafeel, Vandhana Varghese",,2024,0.0,0.0,15.0,,,,0.387,0.0,0.0,Unknown,01-01-2024,dataset_4
1219158,Lover,,"An alcoholic designer struggles to save his six-year relationship while facing personal challenges and misunderstandings. As their bond is tested, he begins to confront his past and question whether love alone is enough to hold them together.","Romance, Drama",Prabhuram Vyas,"Manikandan, Sri Gouri Priya Reddy, Kanna Ravi, Harini Sundararajan, Harish Kumar",,2024,7.3,15.0,145.0,,,,1.4635,0.0,0.0,Million Dollar Studios,07-02-2024,dataset_4
,Lubber Pandhu,,Middle aged local cricketer Poomalai finds a new rival in the form of a younger sports person named Anbu. Their rivalry in cricket gets complicated when Anbu falls in love with Poomalai's daughter Durga.,"Family, Drama, Comedy",Tamizharasan Pachamuthu,"V R Dinesh, Harish Kalyan, Sanjana Krishnamoorthy, Swasika, Kaali Venkat",Tamil,0,,,,,,,,,,,,dataset_3_tamil
1097000,Lubber Pandhu,,Middle aged local cricketer Poomalai finds a new rival in the form of a younger sports person named Anbu. Their rivalry in cricket gets complicated when Anbu falls in love with Poomalai's daughter Durga.,"Family, Drama, Comedy",Tamizharasan Pachamuthu,"V R Dinesh, Harish Kalyan, Sanjana Krishnamoorthy, Swasika, Kaali Venkat",,2024,7.7,16.0,146.0,,,,1.9985,0.0,0.0,Prince Pictures,20-09-2024,dataset_4
,Lucky Man,,From the mind of comic book legend Stan Lee comes a bold new action crime series about a brilliant but flawed police officer with the power to control luck.,"Action, Crime, Drama, Sci-Fi, Thriller",Unknown Director,"James Nesbitt, Sienna Guillory, Darren Boyd, Amara Karan, Stephen Hagan, Eve Best",Tamil,0,,,,,,,,,,,,dataset_3_tamil
1171243,Lucky Man,,"Murugan, a man labelled always as unlucky from his childhood gets a car as a prize from a 'Lucky' draw. His life turns upside down when he locks horns with an honest but arrogant Assistant Commissioner Sivakumar and the car gets nicked mysteriously.","Comedy, Drama",Balaji Venugopal,"Yogi Babu, Raichal Rabecca Philip, Veera Bahu, R.S. Shivaji, Abdool Lee",,2023,4.7,3.0,134.0,,,,0.4934,0.0,0.0,Think Studios,01-09-2023,dataset_4
,Lucky the Superstar,,"A stray puppy's adventure transforms lives: helping a child heal, bringing a family together, and causing political mayhem while finding her way home.","Drama, Comedy",Udhayabanu Mageswaran,"G. V. Prakash Kumar, Anaswara Rajan, Meghna Sumesh, Subbu Panchu, Devadarshini",Tamil,0,,,,,,,,,,,,dataset_3_tamil
1324842,Lucky the Superstar,,"A stray puppy's adventure transforms lives: helping a child heal, bringing a family together, and causing political mayhem while finding her way home.","Drama, Comedy",Udhayabanu Mageswaran,"G. V. Prakash Kumar, Anaswara Rajan, Meghna Sumesh, Subbu Panchu, Devadarshini",,2026,2.3,3.0,123.0,,,,6.218,0.0,0.0,Kavithalayaa Productions,20-02-2026,dataset_4
,MANAM,,"Arjun and Lekha share a peaceful married life until Lekha start noticing a familiar scent on him that she can't ignore. As memories and suspicions return, she is caught between trust, fear and an unsettling question. Is Arjun keeping secrets, or is there more to the story than she understands?","Drama, Romance",Kiran Ramesh,"Harija, Amar Ramesh, Prasanna Shrivatsan, Smitha Rajeshekaran, Adhil Irfan",Tamil,0,,,,,,,,,,,,dataset_3_tamil
1507659,MANAM,,"Arjun and Lekha share a peaceful married life until Lekha start noticing a familiar scent on him that she can’t ignore. As memories and suspicions return, she is caught between trust, fear and an unsettling question. Is Arjun keeping secrets, or is there more to the story than she understands?","Drama, Romance",Kiran Ramesh,"Harija, Amar Ramesh, Prasanna Shrivatsan, Smitha Rajeshekaran, Adhil Irfan",,2025,0.0,0.0,49.0,,,,0.7204,0.0,0.0,Eternal film studios,04-07-2025,dataset_4
,MGR Magan,,The Normal life of a villager turns living hell when he starts to realizes that is family keeps boundaries to it's members and also discovers that his village is in danger by a man who tries to destroy a mountain in the village.,"Comedy, Drama, Family",Ponram,"M. Sasikumar, Mirnalini Ravi, Sathyaraj, Samuthirakani, Saranya Ponvannan",Tamil,0,,,,,,,,,,,,dataset_3_tamil
786572,MGR Magan,,The Normal life of a villager turns living hell when he starts to realizes that is family keeps boundaries to it's members and also discovers that his village is in danger by a man who tries to destroy a mountain in the village.,"Family, Drama, Comedy",Ponram,"M. Sasikumar, Mirnalini Ravi, Sathyaraj, Samuthirakani, Saranya Ponvannan",,2021,2.7,3.0,150.0,,,,0.7923,0.0,0.0,Screen Scene Media Entertainment,04-11-2021,dataset_4
,Maadan Kodai Vizha,,"Determined to revive a long-forgotten tradition, Murugan embarks on a mission to organize the annual Sudalai Madan ceremony, which has been defunct for years. However, his efforts are met with fierce resistance from various quarters. Adding to the challenge, Murugan's girlfriend lays down an ultimatum: she will only marry him if he succeeds in pulling off the ceremony. Against all odds, Murugan perseveres, rallying the village community to support his cause. Will he triumph in his quest, and how will he overcome the hurdles to successfully organize the ceremony?",Drama,R.Thangapandi,"Gokul Gowtham, Sharumiishaa, Dr. Suria Narayanan, Supergood Subramani, Sripriya",Tamil,0,,,,,,,,,,,,dataset_3_tamil
1443002,Maadan Kodai Vizha,,"Determined to revive a long-forgotten tradition, Murugan embarks on a mission to organize the annual Sudalai Madan ceremony, which has been defunct for years. However, his efforts are met with fierce resistance from various quarters.  Adding to the challenge, Murugan's girlfriend lays down an ultimatum: she will only marry him if he succeeds in pulling off the ceremony. Against all odds, Murugan perseveres, rallying the village community to support his cause. Will he triumph in his quest, and how will he overcome the hurdles to successfully organize the ceremony?",Drama,R.Thangapandi,"Gokul Gowtham, Sharumiishaa, Dr. Suria Narayanan, Supergood Subramani, Sripriya",,2025,0.0,0.0,0.0,,,,1.1614,0.0,0.0,Deiva Productions,14-03-2025,dataset_4
,Maadathy,,"This film is a tale about a young girl who grew up in the slave caste group and how she came to be immortalized as their locality, Maadathy.",Drama,Leena Manimekalai,"Ajmina Kassim, Semmalar Annam, Patrick Raj, Arul Kumar",Tamil,0,,,,,,,,,,,,dataset_3_tamil
635106,Maadathy,,"This film is a tale about a young girl who grew up in the slave caste group and how she came to be immortalized as their locality, Maadathy.",Drama,Leena Manimekalai,"Ajmina Kassim, Semmalar Annam, Patrick Raj, Arul Kumar",,2019,6.5,3.0,90.0,,,,1.7029,0.0,0.0,Karuvachy Films,06-10-2019,dataset_4
,Maadathy: An Unfairy Tale,,"This film is a tale about a young girl who grew up in the slave caste group and how she came to be immortalized as their locality, Maadathy.","Drama, Mystery",Leena Manimekalai,"Semmalar Annam, Ajmina Kassim, Patrick Raj",Tamil,0,,,,,,,,,,,,dataset_3_tamil
,Maalai Nera Malipoo,,The movie is about how the global pandemic forces a prostitute to change her medium of work onto a digital platform and how her relationship with her son is affected,Drama,Sanjay Narayanan,"Vinithra Madhavan Menon, Master Ashwin, Dhinesh Pandiyar, Arjun Maheswar, Samyuktha",Tamil,0,,,,,,,,,,,,dataset_3_tamil
1137861,Maalai Nera Malipoo,,The movie is about how the global pandemic forces a prostitute to change her medium of work onto a digital platform and how her relationship with her son is affected,Drama,Sanjay Narayanan,"Vinithra Madhavan Menon, Master Ashwin, Dhinesh Pandiyar, Arjun Maheswar, Samyuktha",,2023,6.5,2.0,119.0,,,,3.1503,0.0,0.0,Every Frame Matters,09-06-2023,dataset_4
,Maalai Nerathu Mayakkam,,"Manoja marries Prabhu for her mother's sake, but dislikes her husband. Gradually, she warms up to his dogged attempts at sparking a romance, but Prabhu, who is frustrated with her indifference, ruins it all on their wedding anniversary. The couple separate but neither can forget the other. Can Manoja find it in herself to forgive Prabhu and get back to him?","Drama, Romance",Gitanjali Selvaraghavan,"Balakrishna Kola, Kalyani Natarajan, Wamiqa Gabbi, Parvatii Nair, N. Azhagamperumal",Tamil,0,,,,,,,,,,,,dataset_3_tamil
370711,Maalai Nerathu Mayakkam,,"Manoja marries Prabhu for her mother's sake, but dislikes her husband. Gradually, she warms up to his dogged attempts at sparking a romance, but Prabhu, who is frustrated with her indifference, ruins it all on their wedding anniversary. The couple separate but neither can forget the other. Can Manoja find it in herself to forgive Prabhu and get back to him?","Drama, Romance",Gitanjali Selvaraghavan,"Balakrishna Kola, Kalyani Natarajan, Wamiqa Gabbi, Parvatii Nair, N. Azhagamperumal",,2016,4.9,5.0,123.0,,,,0.7296,0.0,0.0,Beeptone Studios,01-01-2016,dataset_4
,Maaligai,,"ACP Shanti, an honest police officer, is given the responsibility of investigating the mysterious deaths at a palace in Kanchipuram. But when she gets there, the situation turns from bad to worse.","Action, Drama, Thriller",Dil Sathya,"Mohammad Ali, Andrea Jeremiah, J. Karthik, Meera Krishnan, Manobala",Tamil,0,,,,,,,,,,,,dataset_3_tamil
912471,Maaligai,,"ACP Shanti, an honest police officer, is given the responsibility of investigating the mysterious deaths at a palace in Kanchipuram. But when she gets there, the situation turns from bad to worse.","Action, Drama, Thriller",Dil Sathya,"Mohammad Ali, Andrea Jeremiah, J. Karthik, Meera Krishnan, Manobala",,2021,3.0,1.0,116.0,,,,1.3893,0.0,0.0,Unknown,29-10-2021,dataset_4
,Maama Machan,,The story is about two sneaky guys who call themselves Maama Machan.,Comedy,RMS Sara,"Ben G, RMS Sara, R. Nithyashree, P. Jegan, Logan",Tamil,0,,,,,,,,,,,,dataset_3_tamil
522423,Maama Machan,,The story is about two sneaky guys who call themselves Maama Machan.,Comedy,RMS Sara,"Ben G, RMS Sara, R. Nithyashree, P. Jegan, Logan",,2017,0.0,0.0,102.0,,,,0.6684,0.0,0.0,Boss Pictures,03-08-2017,dataset_4
,Maaman,,"An uncle's deep connection with his nephew is broken, when their family experiences personal differences.","Family, Drama, Action",Prashanth Pandiraj,"Soori, Aishwarya Lekshmi, Swasika, Rajkiran, Balasaravanan",Tamil,0,,,,,,,,,,,,dataset_3_tamil
1403039,Maaman,,"An uncle's deep connection with his nephew is broken, when their family experiences personal differences.","Family, Drama, Action",Prashanth Pandiraj,"Soori, Aishwarya Lekshmi, Swasika, Rajkiran, Balasaravanan",,2025,6.4,5.0,151.0,,,,0.8846,0.0,0.0,Lark Studios,16-05-2025,dataset_4
,Maamanithan,,"A humble auto driver is forced to go on the run, leaving his wife and two kids behind, after being cheated by a fraudster. Will he be able to save his family.",Drama,Seenu Ramasamy,"Vijay Sethupathi, Gayathrie Shankar, Guru Somasundaram, Shaji Chen, KPAC Lalitha",Tamil,0,,,,,,,,,,,,dataset_3_tamil
752877,Maamanithan,,"A humble auto driver is forced to go on the run, leaving his wife and two kids behind, after being cheated by a fraudster. Will he be able to save his family.",Drama,Seenu Ramasamy,"Vijay Sethupathi, Gayathrie Shankar, Guru Somasundaram, Shaji Chen, KPAC Lalitha",,2022,5.0,3.0,122.0,,,,0.5698,0.0,0.0,YSR Films,23-06-2022,dataset_4
,Maamannan,,"The community that was exploited by the town's influential man, who completely rules due to the powerful backing of the authorities. A man collects evidence to flip him upside down when he was helpless to stop his endless torture.","Action, Drama, Thriller",Mari Selvaraj,"Vadivelu, Udhayanidhi Stalin, Fahadh Faasil, Keerthy Suresh, Sunil",Tamil,0,,,,,,,,,,,,dataset_3_tamil
906223,Maamannan,,"An MLA and his son, who are from oppressed community, are forced to stand up against the privileged, arrogant scion of a late politician, who is determined to make them bow down to him.","Drama, Thriller",Mari Selvaraj,"Vadivelu, Udhayanidhi Stalin, Fahadh Faasil, Keerthy Suresh, Sunil",,2023,5.9,29.0,156.0,,,,0.9152,0.0,0.0,Red Giant Movies,29-06-2023,dataset_4
,Maan Vettai,,"Maan Vettai is an engaging Horror featuring compelling characters, intense narratives, and captivating storytelling.",Horror,Thirumalai,"Sunita Gogoi, Suman Shetty",Tamil,0,,,,,,,,,,,,dataset_3_tamil
,Maanaadu,,"A Muslim man, who is stuck in a time loop, has to stop a political rally from taking place in order to save the state's chief minister and prevent religious violence.","Action, Adventure, Sci-Fi, Thriller",Venkat Prabhu,"Silambarasan, S. J. Suryah, Kalyani Priyadarshan, Anjena Kirti, Aravind Akash",Tamil,0,,,,,,,,,,,,dataset_3_tamil
535156,Maanaadu,,"A Muslim man, who is stuck in a time loop, has to stop a political rally from taking place in order to save the state's chief minister and prevent religious violence.","Thriller, Action, Science Fiction",Venkat Prabhu,"Silambarasan, S. J. Suryah, Kalyani Priyadarshan, Anjena Kirti, Aravind Akash",,2021,6.971,52.0,147.0,,,,2.6705,98.86,0.0,V House Productions,24-11-2021,dataset_4
,Maanagaram,,"Upon moving to Chennai, four lives get intertwined as they strive to achieve success in the city. However, when a vicious gangster threatens them, the group must work together to defeat him.","Thriller, Action",Lokesh Kanagaraj,"Sri, Sundeep Kishan, Regena Cassandrra, Charle, Munishkanth",Tamil,0,,,,,,,,,,,,dataset_3_tamil
412096,Maanagaram,,"Upon moving to Chennai, four lives get intertwined as they strive to achieve success in the city. However, when a vicious gangster threatens them, the group must work together to defeat him.","Thriller, Action",Lokesh Kanagaraj,"Sri, Sundeep Kishan, Regena Cassandrra, Charle, Munishkanth",,2017,7.439,57.0,137.0,,,,1.5772,6.5,12.94,Potential Studios,10-03-2017,dataset_4
,Maanasi,,A drama film revolves around bonding between a man and his goat.,Drama,Navaz Suleiman,"Naresh Madeswar, Harissa Begum, Anbil Manimaran, Anoop Pala, Anoop Satheeshan",Tamil,0,,,,,,,,,,,,dataset_3_tamil
589908,Maanasi,,A drama film revolves around bonding between a man and his goat.,Drama,Navaz Sulaiman,"Naresh Madeswar, Harissa Begum, Anbil Manimaran, Anoop Pala, Anoop Satheeshan",,2019,0.0,0.0,155.0,,,,1.4263,0.0,0.0,MJ Films,22-03-2019,dataset_4
,Maane Number 13,,"5 IT professionals staying together vacate their house due to a situation. They move into a new house were they start facing horrific incidents at night. It terrifies them to death. When they are about to find out what's happening, they are getting killed one after another. Now they have to find out if it's really haunted or someone planning the terror.","Horror, Thriller",Vivy Kathiresan,"Ramana, Sathvika Appaiah, Varsha Bollamma, Chethan Gandharva, Aishwarya Gowdaa, Honnavalli Krishna",Tamil,0,,,,,,,,,,,,dataset_3_tamil
,Maanga,,"Siva aka Maanga is an eccentric inventor and his constant experiments, which often end up in failure, make him a terror to his apartment folk. Disheartened, he tries to commit suicide in a decrepit house which holds a couple of secrets.","Romance, Drama, Comedy",S. R. Raja,"Premji Amaran, Advaitha, Leema Babu, Arjunan Nandakumar, Powerstar Srinivasan",Tamil,0,,,,,,,,,,,,dataset_3_tamil
280875,Maanga,,"Siva aka Maanga is an eccentric inventor and his constant experiments, which often end up in failure, make him a terror to his apartment folk. Disheartened, he tries to commit suicide in a decrepit house which holds a couple of secrets.","Romance, Drama, Comedy",S. R. Raja,"Premji Amaran, Advaitha, Leema Babu, Arjunan Nandakumar, Powerstar Srinivasan",,2015,2.5,2.0,135.0,,,,1.5417,0.0,0.0,Dream Zone Movies,11-09-2015,dataset_4
,Maaniik,,"When Maaniik is convinced that he is cursed in love, things take a turn for the better when a girl named Keerthi walks into his life.","Romance, Comedy",Martyn Nirmal Kumar,"Ma Ka Pa Anand, Suza Kumar, Manobala, Yogi Babu, Vathsan Veeramani",Tamil,0,,,,,,,,,,,,dataset_3_tamil
572461,Maaniik,,"When Maaniik is convinced that he is cursed in love, things take a turn for the better when a girl named Keerthi walks into his life.","Romance, Comedy",Martyn Nirmal Kumar,"Ma Ka Pa Anand, Suza Kumar, Manobala, Yogi Babu, Vathsan Veeramani",,2019,1.0,1.0,141.0,,,,2.3734,0.0,0.0,Mohita Cine Talkies,04-01-2019,dataset_4
,Maanik,,"A confused youngster, who falls in love with many girls, struggles hard to change his ill fate.","Drama, Fantasy, Romance",Martyn,"Ma ka Pa Anand, Suza Kumar, Yogi Babu, Manobala, Vathsan Veeramani, Watson",Tamil,0,,,,,,,,,,,,dataset_3_tamil
,Maara,,"When Paaru sees a fairy tale she heard from from a stranger as a child painted across the walls of a costal town, she goes in search of the man who painted it - Maara.","Adventure, Drama, Mystery, Romance",Dhilip Kumar,"R. Madhavan, Shraddha Srinath, Sshivada, Mouli, Alexander Babu",Tamil,0,,,,,,,,,,,,dataset_3_tamil
751858,Maara,,"When Paaru sees a fairy tale she heard from from a stranger as a child painted across the walls of a costal town, she goes in search of the man who painted it - Maara.",Drama,Dhilip Kumar,"R. Madhavan, Shraddha Srinath, Sshivada, Mouli, Alexander Babu",,2021,6.81,29.0,150.0,,,,0.8709,0.0,0.0,Pramod Films,08-01-2021,dataset_4
,Maaran,,An investigative journalist gets into trouble when he publishes an article that exposes bitter truths about a corrupt politician.,"Action, Thriller",Karthick Naren,"Dhanush, Malavika Mohanan, Samuthirakani, Smruthi Venkat, Ramki",Tamil,0,,,,,,,,,,,,dataset_3_tamil
759989,Maaran,,An investigative journalist gets into trouble when he publishes an article that exposes bitter truths about a corrupt politician.,"Action, Thriller",Karthick Naren,"Dhanush, Malavika Mohanan, Samuthirakani, Smruthi Venkat, Ramki",,2022,4.8,15.0,130.0,,,,1.1047,0.0,0.0,Sathya Jyothi Films,11-03-2022,dataset_4
,Maareesan,,"A petty thief embarks on a road trip with an elderly man suffering from memory loss under deceptive pretenses. As they journey across Tamil Nadu, the promise of an easy con unravels into a quietly shifting connection, with both men hiding secrets of their own.","Thriller, Drama, Action",Sudheesh Shankar,"Vadivelu, Fahadh Faasil, Kovai Sarala, Sithara, Renuka",Tamil,0,,,,,,,,,,,,dataset_3_tamil
1022074,Maareesan,,"A petty thief embarks on a road trip with an elderly man suffering from memory loss under deceptive pretenses. As they journey across Tamil Nadu, the promise of an easy con unravels into a quietly shifting connection, with both men hiding secrets of their own.","Thriller, Drama, Action",Sudheesh Shankar,"Vadivelu, Fahadh Faasil, Kovai Sarala, Sithara, Renuka",,2025,6.979,24.0,152.0,,,,1.2221,9.52,7.18,Super Good Films,25-07-2025,dataset_4
,Maargan,,"ADGP Dhruv, a seasoned high-ranking police officer haunted by a tragic past, grapples with a labyrinthine case, where every clue unearths a darker secret. As he uncovers clues linking to a mysterious swimmer, he races against time to stop a cunning serial killer driven by dark secrets.","Crime, Action, Mystery, Thriller",Leo John Paul,"Vijay Antony, Ajay Dhisan, Brigida Saga, Samuthirakani, Deepshika Umapathy",Tamil,0,,,,,,,,,,,,dataset_3_tamil
1425641,Maargan,,"ADGP Dhruv, a seasoned high-ranking police officer haunted by a tragic past, grapples with a labyrinthine case, where every clue unearths a darker secret. As he uncovers clues linking to a mysterious swimmer, he races against time to stop a cunning serial killer driven by dark secrets.","Crime, Action, Mystery, Thriller",Leo John Paul,"Vijay Antony, Ajay Dhisan, Brigida Saga, Samuthirakani, Deepshika Umapathy",,2025,6.133,15.0,132.0,,,,1.165,0.0,0.0,Vijay Antony Film Corporation,27-06-2025,dataset_4
,Maari,,"A feared local rowdy, known for his dominance in the streets and pigeon racing, finds himself at odds with a newly appointed police officer. As tensions rise, hidden motives and betrayals unfold, shaking the balance of power in the neighborhood.",Action,Balaji Mohan,"Dhanush, Kajal Aggarwal, Vijay Yesudas, Robo Shankar, Kaali Venkat",Tamil,0,,,,,,,,,,,,dataset_3_tamil
311166,Maari,,"A feared local rowdy, known for his dominance in the streets and pigeon racing, finds himself at odds with a newly appointed police officer. As tensions rise, hidden motives and betrayals unfold, shaking the balance of power in the neighborhood.",Action,Balaji Mohan,"Dhanush, Kajal Aggarwal, Vijay Yesudas, Robo Shankar, Kaali Venkat",,2015,6.028,54.0,138.0,,,,0.9852,0.0,0.0,Magic Frames,17-07-2015,dataset_4
,Maari 2,,"After falling off the radar for a few years, Maari is back in the fray doing what he does best: taking trouble by the horns and being a total bad-ass. This time around, he is facing off against a formidable opponent named Beeja, who would stop at nothing until he sees Maari's downfall.","Action, Comedy",Balaji Mohan,"Dhanush, Sai Pallavi, Krishna Kulasekaran, Varalaxmi Sarathkumar, Tovino Thomas",Tamil,0,,,,,,,,,,,,dataset_3_tamil
493178,Maari 2,,"After falling off the radar for a few years, Maari is back in the fray doing what he does best: taking trouble by the horns and being a total bad-ass. This time around, he is facing off against a formidable opponent named Beeja, who would stop at nothing until he sees Maari's downfall.","Action, Comedy",Balaji Mohan,"Dhanush, Sai Pallavi, Krishna Kulasekaran, Varalaxmi Sarathkumar, Tovino Thomas",,2018,5.372,39.0,150.0,,,,2.506,0.0,0.0,Wunderbar Films,21-12-2018,dataset_4
,Maatna Gaali,,Two teens stumble upon a dead body right outside their house. What happens next forms the rest of the story.,"Crime, Comedy, Thriller",N Praveen,"Mukesh, KK, Boopathy Matesh, Bala Viknesh, Mithran",Tamil,0,,,,,,,,,,,,dataset_3_tamil
1113768,Maatna Gaali,,Two teens stumble upon a dead body right outside their house. What happens next forms the rest of the story.,"Crime, Comedy, Thriller",N Praveen,"Mukesh, KK, Boopathy Matesh, Bala Viknesh, Mithran",,2024,0.0,0.0,36.0,,,,0.6235,0.0,0.0,Kaaliwood Productions,27-09-2024,dataset_4
,Maatrangale Vidai,,Mathesh investigates the mystery behind the death of a well-known artist Shan through his unfinished paintings,"Music, Drama",Vignesh,"Mithran, Sriram, Ansari, Shirin, Lehaa",Tamil,0,,,,,,,,,,,,dataset_3_tamil
1070557,Maatrangale Vidai,,Mathesh investigates the mystery behind the death of a well-known artist Shan through his unfinished paintings,"Music, Drama",Vignesh,"Mithran, Sriram, Ansari, Shirin, Lehaa",,2023,0.0,0.0,40.0,,,,0.4942,0.0,0.0,Vignesh Pictures,06-01-2023,dataset_4
,Maaveeran,,"After a head injury, cowardly newspaper cartoonist Sathya hears a voice in his mind, foretells events and puts him in precarious situations and forces him to take on a corrupt politician.","Action, Comedy, Drama, Fantasy, Thriller",Madonne Ashwin,"Sivakarthikeyan, Aditi Shankar, Saritha, Mysskin, Sunil Varma",Tamil,0,,,,,,,,,,,,dataset_3_tamil
987895,Maaveeran,,"After a head injury, cowardly newspaper cartoonist Sathya hears a voice in his mind, foretells events and puts him in precarious situations and forces him to take on a corrupt politician.","Drama, Action, Comedy, Fantasy",Madonne Ashwin,"Sivakarthikeyan, Aditi Shankar, Saritha, Mysskin, Sunil Varma",,2023,7.063,48.0,166.0,,,,0.989,33.4,91.85,Shanthi Talkies,14-07-2023,dataset_4
,Maaveeran Kittu,,A state topper from a lower caste goes missing after an upper caste cop picks him up for questioning. What has happened to him?,"Drama, History",Suseenthiran,"Vishnu Vishal, Sri Divya, R. Parthiban, Soori, Mu. Kasi Viswanathan",Tamil,0,,,,,,,,,,,,dataset_3_tamil
412017,Maaveeran Kittu,,A state topper from a lower caste goes missing after an upper caste cop picks him up for questioning. What has happened to him?,"Drama, History",Suseenthiran,"Vishnu Vishal, Sri Divya, R. Parthiban, Soori, Mu. Kasi Viswanathan",,2016,7.0,2.0,125.0,,,,0.6804,0.0,0.0,Nallusamy Pictures,02-12-2016,dataset_4
,Maaveeran Pillai,,"Maaveeran Pillai is an engaging Drama featuring compelling characters, intense narratives, and captivating storytelling.",Drama,KNR. Raja,"Radha Ravi, Vijayalakshmi Veerappan, Raja",Tamil,0,,,,,,,,,,,,dataset_3_tamil
,Maayabimbum,,A man's illusion of love turns tragic when misplaced desire and misunderstanding pull him into consequences he never anticipated.,"Romance, Drama",K. J. Surendar,"Akash Nagarajan, Janaki Srinivasan, Hari Krishna, Rajesh Bala",Tamil,0,,,,,,,,,,,,dataset_3_tamil
564338,Maayabimbum,,A man’s illusion of love turns tragic when misplaced desire and misunderstanding pull him into consequences he never anticipated.,"Romance, Drama",K. J. Surendar,"Akash Nagarajan, Janaki Srinivasan, Hari Krishna, Rajesh Bala",,2026,0.0,0.0,145.0,,,,1.3513,0.0,0.0,Self Start Productions,23-01-2026,dataset_4
