movie_id,title,imdb_id,overview,genres,director,cast,language,year,rating,votes,runtime_minutes,poster,backdrop,trailer,popularity,budget_crores,revenue_crores,production_company,release_date,source
1641315,Fourth Floor,,"Drawn Back to Chennai by an Unexpected Call From His Former Lover, Dheeren Travels From Mumbai and Checks Into a Secluded Office Guest House. Soon After His Arrival, Disturbing and Inexplicable Events Begin to Unfold Within Its Walls. Night After Night, Dheeren is Plagued by Vivid Dreams—fragments of Memories That Eerily Mirror His Own Past and Unresolved Relationship.  As the Line Between Dreams and Reality Begins to Blur, Dheeren Realizes These Visions Are Not Random. Each Dream is a Clue, Slowly Pulling Him Toward a Buried Truth Connected to His Ex-lover’s Fate. Trapped Between Guilt, Fear, and the Supernatural, Dheeren Must Confront His Past to Uncover What Truly Happened to Her—before the Guest House Claims Him as Its Next Secret.","Thriller, Horror",L.R. Sundarapandi,"Aari Arjuna, Deepshika Umapathy, Pavithra Aravind, Subramaniam Siva, Adithya Kathir",,2026,0.0,0.0,134.0,,,,1.7858,0.0,0.0,Mano Creation,27-02-2026,dataset_4
,Francis: Chapter 1,,"Francis' father raises his voice for an important issue and ends up being killed by those involved in the issue. In this situation, Francis keeps himself away from everything, thinking that his sister's life is more important than avenging the people who killed his father. One day, his sister's husband gets into trouble with the gang. To save him, Francis turns into a complete beast and takes revenge on all those who caused his father's death.",Action,Infant raj,"Infant raj, Prathyangira Rose, Umar Khan, Aarudhran, Prem Kumar",Tamil,0,,,,,,,,,,,,dataset_3_tamil
1554304,Francis: Chapter 1,,"Francis' father raises his voice for an important issue and ends up being killed by those involved in the issue. In this situation, Francis keeps himself away from everything, thinking that his sister's life is more important than avenging the people who killed his father. One day, his sister's husband gets into trouble with the gang. To save him, Francis turns into a complete beast and takes revenge on all those who caused his father's death.",Action,Infant raj,"Infant raj, Prathyangira Rose, Umar Khan, Aarudhran, Prem Kumar",,2025,0.0,0.0,100.0,,,,0.4515,0.14,0.0,White Town Films,25-12-2025,dataset_4
,Friday,,"Mani, a determined gangster seeking revenge for his brothers death, sets out to kill Jagan, a feared local don. But when his trusted ally Gopi jeopardizes the plan, Mani abandons the mission to protect him. Forced into hiding, Mani finally reveals the painful truth of how his brother was killed six months ago, setting the stage for a tense journey fueled by loyalty, loss and vengeance.","Action, Thriller",Hari Venkatesh,"KPY Dheena, Anish Masilamani, Mime Gopi, Ramachandran Durairaj, Sidhu Kumarsen",Tamil,0,,,,,,,,,,,,dataset_3_tamil
1602372,Friday,,"Mani, a determined gangster seeking revenge for his brothers death, sets out to kill Jagan, a feared local don. But when his trusted ally Gopi jeopardizes the plan, Mani abandons the mission to protect him. Forced into hiding, Mani finally reveals the painful truth of how his brother was killed six months ago, setting the stage for a tense journey fueled by loyalty, loss and vengeance.","Action, Thriller",Hari Venkatesh,"KPY Dheena, Anish Masilamani, Mime Gopi, Ramachandran Durairaj, Sidhu Kumarsen",,2025,10.0,2.0,120.0,,,,1.1214,0.0,0.0,Unknown,28-11-2025,dataset_4
,Friendship,,"When new neighbor Brian threatens his quiet life, Craig Waterman struggles to protect his family's security.",Comedy,Andrew DeYoung,"Paul Rudd, Meredith Garretson, Kate Mara, Josh Segarra, Jack Dylan Grazer, Tim Robinson",Tamil,0,,,,,,,,,,,,dataset_3_tamil
874625,Friendship,,Four college students are accused of raping and murdering their classmate. Are they criminals or innocent?,"Action, Drama, Crime",J P R,"Arjun Sarja, Harbhajan Singh, Sathish, Losliya Mariyanesan, M. S. Bhaskar",,2021,0.0,0.0,113.0,,,,0.551,0.0,0.0,Unknown,17-09-2021,dataset_4
,G.D.N,,"Based on the life of G.D. Naidu, the 'Edison of India', dramatising his groundbreaking innovations, his industrial contributions, and conflicts with authorities—including struggles where his work and international dealings faced severe scrutiny and opposition.",Drama,Krishnakumar Ramakumar,"R. Madhavan, Priyamani, Sathyaraj, Jayaram, Dushara Vijayan",Tamil,0,,,,,,,,,,,,dataset_3_tamil
1489543,G.D.N,,"Based on the life of G.D. Naidu, the 'Edison of India', dramatising his groundbreaking innovations, his industrial contributions, and conflicts with authorities—including struggles where his work and international dealings faced severe scrutiny and opposition.",Drama,Krishnakumar Ramakumar,"R. Madhavan, Priyamani, Sathyaraj, Jayaram, Dushara Vijayan",,2026,0.0,0.0,146.0,,,,1.4742,0.0,0.0,Tricolor Films,07-08-2026,dataset_4
,GR3Y,,In the depths of despair! The world's color turns GR3Y!,"Mystery, Thriller, Fantasy",Nishanth Manisekar,"Kuldeep Kolle, Joseph Wesley, Harshavarthan M K",Tamil,0,,,,,,,,,,,,dataset_3_tamil
1186417,GR3Y,,In the depths of despair! The world's color turns GR3Y!,"Mystery, Thriller, Fantasy",Nishanth Manisekar,"Kuldeep Kolle, Joseph Wesley, Kuldeep Kolle, Joseph Wesley, Harshavarthan M K",,2023,0.0,0.0,33.0,,,,0.2975,0.0,0.0,A D - Addicted Directoroids,30-09-2023,dataset_4
,Gajaana,,A group of greedy people were entering enchanted Forest in search of treasure and unexpectedly they over come hurdles in a mysterious way. did they find the solution and did escape from the hurdles in the forest,"Comedy, Adventure, Fantasy, Thriller",Prabadish Samz,"Vedhika, Inigo Prabhakaran, Prathap Pothan, Yogi Babu, Velu Prabhakaran",Tamil,0,,,,,,,,,,,,dataset_3_tamil
985667,Gajaana,,A group of greedy people were entering enchanted Forest in search of treasure and unexpectedly they over come hurdles in a mysterious way. did they find the solution and did escape from the hurdles in the forest,"Comedy, Adventure, Fantasy, Thriller",Prabadish Samz,"Vedhika, Inigo Prabhakaran, Prathap Pothan, Yogi Babu, Velu Prabhakaran",,2025,4.5,4.0,125.0,,,,0.935,0.0,0.0,Four Square Studios,09-05-2025,dataset_4
,Galatta,,A serious crime hunt with a not so serious team.,"Action, Comedy, Crime",Jithu Madhavan,"Suriya, Nazriya Nazim, Naslen K. Gafoor, Anandaraj, John Vijay",Tamil,0,,,,,,,,,,,,dataset_3_tamil
1402181,Galatta,,A serious crime hunt with a not so serious team.,"Action, Comedy, Crime",Jithu Madhavan,"Suriya, Nazriya Nazim, Naslen K. Gafoor, Anandaraj, John Vijay",,2026,0.0,0.0,0.0,,,,1.9371,0.0,0.0,Zhagaram Studios,06-11-2026,dataset_4
,Galatta Family,,"The plot follows a struggling man who swaps identities with his gangster lookalike, resulting in chaotic consequences","Comedy, Drama",A. Sarkunam,"Vimal, Anicka Vikraman, Thambi Ramaiah, Rajendran, Anandaraj",Tamil,0,,,,,,,,,,,,dataset_3_tamil
1680497,Galatta Family,,"The plot follows a struggling man who swaps identities with his gangster lookalike, resulting in chaotic consequences","Comedy, Drama",A. Sarkunam,"Vimal, Anicka Vikraman, Thambi Ramaiah, Rajendran, Anandaraj",,2025,0.0,0.0,0.0,,,,2.6448,0.0,0.0,Unknown,28-11-2025,dataset_4
,Galtha,,"After the dumping of waste in their area causes the death of many due to mosquitoes and unknown viruses, a brave individual steps up to fight against the system and incite a change for the well-being of his people.","Drama, Action",S.Hari Uthra,"Antony Sagayaraj, Appukutty, Divya Elumalai, Gajaraj, Muthu Veera",Tamil,0,,,,,,,,,,,,dataset_3_tamil
679226,Galtha,,"After the dumping of waste in their area causes the death of many due to mosquitoes and unknown viruses, a brave individual steps up to fight against the system and incite a change for the well-being of his people.","Action, Drama",S Hari Uthraa,"Antony Sagayaraj, Appukutty, Divya Elumalai, Gajaraj, Muthu Veera",,2020,0.0,0.0,110.0,,,,2.2362,0.0,0.0,Malar Movie Makers,28-02-2020,dataset_4
,Game Over,,"Swapna, a nyctophobic game designer on a turbulent road to recovery from an incident that scarred her deeply, has to fight her inner demons to stay alive in the game called life.","Thriller, Mystery, Drama",Ashwin Saravanan,"Taapsee Pannu, Vinodhini Vaidyanathan, Anish Kuruvilla, Sanchana Natarajan, Ramya Subramanian",Tamil,0,,,,,,,,,,,,dataset_3_tamil
553456,Game Over,,"Swapna, a nyctophobic game designer on a turbulent road to recovery from an incident that scarred her deeply, has to fight her inner demons to stay alive in the game called life.","Thriller, Mystery, Drama",Ashwin Saravanan,"Taapsee Pannu, Vinodhini Vaidyanathan, Anish Kuruvilla, Sanchana Natarajan, Ramya Subramanian",,2019,6.31,79.0,97.0,,,,1.0791,0.0,0.0,Y NOT Studios,14-06-2019,dataset_4
,"Game Over, Man!",,Three friends are on the verge of getting their video game financed when their benefactor is taken hostage by terrorists.,"Action, Comedy",Kyle Newacheck,"Adam Devine, Anders Holm, Blake Anderson, Chloe Bridges, Andrew Bachelor, Aya Cash",Tamil,0,,,,,,,,,,,,dataset_3_tamil
,Game of Loans,,"Over the course of a single day, a jobless compulsive gambler finds his world spiraling out of control when a noise at his door draws him into a dangerous confrontation that blurs the line between debt and survival. The film follows Daniel, a jobless compulsive gambler whose life revolves around the instant gratification of online betting. One seemingly ordinary day, while his wife and child are away, Daniel's monotonous gambling routine is interrupted by a sharp, unexplained noise at his doorstep. What begins as mild curiosity spirals into a tense and unpredictable encounter, as he is confronted by unexpected visitors who draw him into a dangerous game far beyond the digital realm.",Drama,Abhishek Leslie,"Nivas Adithan, Ester Noronha, Abhinay, Athvik Jalandhar, Aadhvik Zephaniah",Tamil,0,,,,,,,,,,,,dataset_3_tamil
1562008,Game of Loans,,"Over the course of a single day, a jobless compulsive gambler finds his world spiraling out of control when a noise at his door draws him into a dangerous confrontation that blurs the line between debt and survival. The film follows Daniel, a jobless compulsive gambler whose life revolves around the instant gratification of online betting. One seemingly ordinary day, while his wife and child are away, Daniel’s monotonous gambling routine is interrupted by a sharp, unexplained noise at his doorstep. What begins as mild curiosity spirals into a tense and unpredictable encounter, as he is confronted by unexpected visitors who draw him into a dangerous game far beyond the digital realm.",Drama,Abhishek Leslie,"Nivas Adithan, Ester Noronha, Abhinay, Athvik Jalandhar, Aadhvik Zephaniah",,2025,0.0,0.0,90.0,,,,0.7024,0.0,0.0,JRG Productions,05-12-2025,dataset_4
,Gandhi Kannadi,,"An ambitious young event planner named Kathir sees a big opportunity when an elderly man, Gandhi, hires him to plan his 60th wedding anniversary. As their dreams and desires intertwine, their journey becomes a moving tale of love, conflict, and hope.","Drama, Action",Sherief,"KPY Bala, Namita Krishnamurthy, Balaji Sakthivel, Archana, Amudhavanan",Tamil,0,,,,,,,,,,,,dataset_3_tamil
1506282,Gandhi Kannadi,,"An ambitious young event planner named Kathir sees a big opportunity when an elderly man, Gandhi, hires him to plan his 60th wedding anniversary. As their dreams and desires intertwine, their journey becomes a moving tale of love, conflict, and hope.","Drama, Action",Sherief,"KPY Bala, Namita Krishnamurthy, Balaji Sakthivel, Archana, Amudhavanan",,2025,0.0,0.0,126.0,,,,0.4999,0.0,0.0,Adhimulam creation,05-09-2025,dataset_4
,Gandhi Talks,,"A silent black comedy, about the monetary needs of a character & how it impacts the others. A young, unemployed graduate Mahadev's struggle to land a job through any means possible and crosses paths with a businessman and petty thief. A subject wherein silence speaks much louder than words. Although a work of fiction by the writer, all the characters in the film are sketched out to seem very real and relatable ensuring an enriching journey as well a laugh riot as the cat and mouse guffaws amongst them unfold. Gandhi Talks aims at telling a story by switching off the device of dialogue, which is not only scary but also interesting and challenging.",Comedy,Kishor Pandurang 'Belekar',"Vijay Sethupathi, Arvind Swamy, Aditi Rao Hydari, Divay Dhamija, Siddharth Jadhav",Tamil,0,,,,,,,,,,,,dataset_3_tamil
786567,Gandhi Talks,,"A silent black comedy, about the monetary needs of a character & how it impacts the others. A young, unemployed graduate Mahadev’s struggle to land a job through any means possible and crosses paths with a businessman and petty thief. A subject wherein silence speaks much louder than words. Although a work of fiction by the writer, all the characters in the film are sketched out to seem very real and relatable ensuring an enriching journey as well a laugh riot as the cat and mouse guffaws amongst them unfold. Gandhi Talks aims at telling a story by switching off the device of dialogue, which is not only scary but also interesting and challenging.",Comedy,Kishor Pandurang 'Belekar',"Vijay Sethupathi, Arvind Swamy, Aditi Rao Hydari, Divay Dhamija, Siddharth Jadhav",,2026,7.333,3.0,133.0,,,,3.0141,0.0,0.0,Movie Mill Entertainment,30-01-2026,dataset_4
,Ganesapuram,,"Ganesapuram is an engaging Drama featuring compelling characters, intense narratives, and captivating storytelling.",Drama,Veerangan,"Chinna, Risha, Sathya G Vijayan",Tamil,0,,,,,,,,,,,,dataset_3_tamil
,Ganesha Meendum Santhipom,,"The story revolves around a con artist named Solomon (Prithvi Rajan) who plays around with Keerthi (Oviya). She approaches Solomon, who pretends to be a local thug in Chennai, for avoiding her stalker.",Drama,Ratheesh Erate,"Devika Nambiar, Oviya, Prithvi Rajan, Singampuli",Tamil,0,,,,,,,,,,,,dataset_3_tamil
,Ganesha Meendum Santhippom,,A youngster moves to a big city to earn money to save his lover whose life is in danger.,"Comedy, Drama",Ratheesh Erate,"Prithvi Pandiarajan, Devika Nambiar, Oviya Helen, Singampuli, I. M. Vijayan",Tamil,0,,,,,,,,,,,,dataset_3_tamil
592892,Ganesha Meendum Santhippom,,A youngster moves to a big city to earn money to save his lover whose life is in danger.,"Comedy, Drama",Ratheesh Erate,"Prithvi Pandiarajan, Devika Nambiar, Oviya Helen, Singampuli, I. M. Vijayan",,2019,6.0,1.0,119.0,,,,1.828,0.0,0.0,Harigeetha Pictures,05-04-2019,dataset_4
,Gangers,,An undercover cop teams up with a crooked PT Master to loot 100 crore from a corrupt politician.,"Comedy, Crime",Sundar C,"Sundar C, Vadivelu, Catherine Tresa, Munishkanth, Bagavathi Perumal",Tamil,0,,,,,,,,,,,,dataset_3_tamil
1320752,Gangers,,An undercover cop teams up with a crooked PT Master to loot 100 crore from a corrupt politician.,"Comedy, Crime",Sundar C,"Sundar C, Vadivelu, Catherine Tresa, Munishkanth, Bagavathi Perumal",,2025,6.4,7.0,158.0,,,,0.7051,0.0,0.0,Avni Cinemax,24-04-2025,dataset_4
,Gangs Of Madras,,A woman who loses her husband in a police encounter plots to take revenge on the gangsters who had framed him.,"Action, Crime, Drama",C.V. Kumar,"Sai Priyanka Ruth, Ashok Kumar Balakrishnan, Daniel Balaji, Bagavathi Perumal, Aadukalam Naren",Tamil,0,,,,,,,,,,,,dataset_3_tamil
584030,Gangs of Madras,,A woman who loses her husband in a police encounter plots to take revenge on the gangsters who had framed him.,"Crime, Drama",C. V. Kumar,"Sai Priyanka Ruth, Ashok Kumar Balakrishnan, Daniel Balaji, Bagavathi Perumal, Aadukalam Naren",,2019,6.75,4.0,142.0,,,,0.7015,0.0,0.0,Thirukumaran Entertainment,12-04-2019,dataset_4
,Gargi,,"When a schoolteacher's father is arrested for the rape of a 10-year-old girl, the media storm surrounding the case has lawyers reluctant about defending the accused. An inexperienced advocate with a speech disability agrees to take up the case despite the stiff opposition and ridicule from his association. It is now up to them to build their defence and prove that the man accused of committing the crime did not do it.","Drama, Thriller",Gautham Ramachandran,"Sai Pallavi, Aishwarya Lekshmi, Kaali Venkat, R.S. Shivaji, Jayaprakash",Tamil,0,,,,,,,,,,,,dataset_3_tamil
973579,Gargi,,"When a schoolteacher's father is arrested for the rape of a 10-year-old girl, the media storm surrounding the case has lawyers reluctant about defending the accused. An inexperienced advocate with a speech disability agrees to take up the case despite the stiff opposition and ridicule from his association. It is now up to them to build their defence and prove that the man accused of committing the crime did not do it.","Drama, Thriller",Gautham Ramachandran,"Sai Pallavi, Aishwarya Lekshmi, Kaali Venkat, R.S. Shivaji, Jayaprakash",,2022,7.329,35.0,137.0,,,,0.9438,0.0,0.0,Blacky Genie & My Left Foot Productions,15-07-2022,dataset_4
,Garudan,,"Set in Theni, a minister's greed to seize temple land sets in motion a chain of events that pits two childhood friends, Aadhi and Karuna against each other, Chokkan, who is their trusted confidant whose loyalty is tested in the tale of betrayal and retribution.","Action, Crime, Thriller",R. S. Durai Senthilkumar,"Soori, Unni Mukundan, M. Sasikumar, Revathy Sharma, Sshivada",Tamil,0,,,,,,,,,,,,dataset_3_tamil
1186312,Garudan,,"Set in Theni, a minister’s greed to seize temple land sets in motion a chain of events that pits two childhood friends, Aadhi and Karuna against each other, Chokkan, who is their trusted confidant whose loyalty is tested in the tale of betrayal and retribution.","Action, Crime, Thriller",R. S. Durai Senthilkumar,"Soori, Unni Mukundan, M. Sasikumar, Revathy Sharma, Sshivada",,2024,7.0,17.0,133.0,,,,1.0054,0.0,0.0,Lark Studios,31-05-2024,dataset_4
,Gatta Kusthi,,"Veera, a misguided man who wants a timid, not-so-learned and subservient wife with long hair, unknowingly ends up getting married to Keerthi, an intrepid wrestler who is also more educated than him and has cropped hair. For how long can Keerthi maintain the charade and what happens when Veera comes to know the truth?","Comedy, Drama, Romance, Sport",Chella Ayyavu,"Aishwarya Lekshmi, Vishnu Vishal, Karunas, Munishkanth, Kaali Venkat",Tamil,0,,,,,,,,,,,,dataset_3_tamil
959163,Gatta Kusthi,,"Veera, a misguided man who wants a timid, not-so-learned and subservient wife with long hair, unknowingly ends up getting married to Keerthi, an intrepid wrestler who is also more educated than him and has cropped hair. For how long can Keerthi maintain the charade and what happens when Veera comes to know the truth?","Comedy, Drama",Chella Ayyavu,"Aishwarya Lekshmi, Vishnu Vishal, Karunas, Munishkanth, Kaali Venkat",,2022,5.774,31.0,146.0,,,,4.0828,0.0,25.89,Vishnu Vishal Studioz,02-12-2022,dataset_4
,Gatta Kusthi 2,,"Picks up after the first film, with Veera and Keerthi balancing parenthood and Keerthi's wrestling career, featuring a role reversal where Veera takes on more domestic responsibilities.","Comedy, Drama",Chella Ayyavu,"Vishnu Vishal, Aishwarya Lekshmi, Zara Zyanna, Karunas, Munishkanth",Tamil,0,,,,,,,,,,,,dataset_3_tamil
1509599,Gatta Kusthi 2,,"Picks up after the first film, with Veera and Keerthi balancing parenthood and Keerthi's wrestling career, featuring a role reversal where Veera takes on more domestic responsibilities.","Comedy, Drama",Chella Ayyavu,"Vishnu Vishal, Aishwarya Lekshmi, Zara Zyanna, Karunas, Munishkanth",,2026,3.625,4.0,153.0,,,,27.6505,0.0,0.0,Vels Film International,03-07-2026,dataset_4
,Gavanam,,"Gavanam is an engaging Action, Thriller featuring compelling characters, intense narratives, and captivating storytelling.","Action, Thriller",Unknown,"Som Shekar, Srushti Dange",Tamil,0,,,,,,,,,,,,dataset_3_tamil
1427183,Gavanam,,,"Action, Thriller",Unknown,"Som Shekar, Srushti Dange",,2025,0.0,0.0,136.0,,,,0.696,0.0,0.0,Unknown,24-01-2025,dataset_4
,Geethaiyin Raadhai,,"A romantic Indian comedy that tells the story of a girl who finds the hero of her life and the two of them eventually fall in love with each other. However, they must also work together to overcome the hardship in their journey of love.","Romance, Comedy",Shalini Balasundaram,"Karnan GCrak, Shalini Balasundaram, Vicran Elanggoven, Suvarna Panjavaranam, Kannan Raajamanickam",Tamil,0,,,,,,,,,,,,dataset_3_tamil
417709,Geethaiyin Raadhai,,"A romantic Indian comedy that tells the story of a girl who finds the hero of her life and the two of them eventually fall in love with each other. However, they must also work together to overcome the hardship in their journey of love.","Romance, Comedy",Shalini Balasundaram,"Karnan GCrak, Shalini Balasundaram, Vicran Elanggoven, Suvarna Panjavaranam, Kannan Raajamanickam",,2016,0.0,0.0,135.0,,,,4.4647,0.0,0.0,Vikadakavi Production,22-09-2016,dataset_4
,Gemini Ganeshanum Suruli Raajanum,,"A romantic youngster, who manages to have several relationships with pretty girls, realises his mistakes and finally decides to settle down in life by marrying one among them.","Romance, Comedy",Odam Ilavarasu,"Atharvaa Murali, Regena Cassandrra, Soori, Pranitha Subhash, Aaditi Pohankar",Tamil,0,,,,,,,,,,,,dataset_3_tamil
412101,Gemini Ganeshanum Suruli Raajanum,,"A romantic youngster, who manages to have several relationships with pretty girls, realises his mistakes and finally decides to settle down in life by marrying one among them.","Romance, Comedy",Odam Ilavarasu,"Atharvaa Murali, Regena Cassandrra, Soori, Pranitha Subhash, Aaditi Pohankar",,2017,5.1,8.0,134.0,,,,1.1153,0.0,0.0,Amma Creations,14-07-2017,dataset_4
,Genius,,"The life stories of history's greatest minds, from their days as young adults to their final years: their discoveries, loves, relationships, causes, flaws, and genius.","Biography, Drama, History",Unknown Director,"Roshan, Priyaa Lal, Aadukalam Naren, Monica Chinnakotla, Singampuli",Tamil,0,,,,,,,,,,,,dataset_3_tamil
557119,Genius,,"Pressured by his dad since childhood and by his boss at work, a man has a breakdown, but finds his rehabilitation at the unlikeliest of places.",Drama,Suseenthiran,"Roshan, Priyaa Lal, Aadukalam Naren, Monica Chinnakotla, Singampuli",,2018,4.0,2.0,98.0,,,,0.8431,0.0,0.0,Sudesiwood Films,26-10-2018,dataset_4
,Gentlewoman,,"A major turnaround of events takes place in the lives of Aravind and Poorni, a newly married intimate couple, when her sister visits for a job interview. Aravind mysteriously disappears, leading to revelations of his affair with a client. As authorities investigate, tensions rise between the women amid growing suspicions.","Drama, Thriller",Joshua Sethuraman,"Lijomol Jose, Hari Krishnan, Losliya Mariyanesan, Rajiv Gandhi, Sudesh",Tamil,0,,,,,,,,,,,,dataset_3_tamil
1431043,Gentlewoman,,"A major turnaround of events takes place in the lives of Aravind and Poorni, a newly married intimate couple, when her sister visits for a job interview. Aravind mysteriously disappears, leading to revelations of his affair with a client. As authorities investigate, tensions rise between the women amid growing suspicions.","Drama, Thriller",Joshua Sethuraman,"Lijomol Jose, Hari Krishnan, Losliya Mariyanesan, Rajiv Gandhi, Sudesh",,2025,8.0,1.0,113.0,,,,0.5687,0.0,0.0,Komala Hari Pictures,07-03-2025,dataset_4
,Gethu,,A hitman comes to a hill town to plot the murder of a top scientist. A young man and his righteous father stand in his way.,"Action, Thriller",Krish Thirukumaran,"Sathyaraj, Udhayanidhi Stalin, Vikranth, Amy Jackson, Karunakaran",Tamil,0,,,,,,,,,,,,dataset_3_tamil
367778,Gethu,,A hitman comes to a hill town to plot the murder of a top scientist. A young man and his righteous father stand in his way.,"Action, Thriller",Krish Thirukumaran,"Sathyaraj, Udhayanidhi Stalin, Vikranth, Amy Jackson, Karunakaran",,2016,4.0,9.0,118.0,,,,0.6644,0.0,0.0,Red Giant Movies,14-01-2016,dataset_4
,Gevi,,"Gevi is a Tamil Survival Thriller Film That Follows Mandharai and Malaiyan's Struggle for Justice in a Rural Village Near Kodaikanal. The Film Explores Themes of Love, Survival, and Bureaucratic Apathy, Highlighting the Community's Fight Against Corruption and Adversity. A Powerful Story of Hope and Resilience","Action, Drama",Tamil Dhayalan,"Sheela Rajkumar, Jacqueline, Aadhavan M, Charles Vinoth, Jeeva Subramanian",Tamil,0,,,,,,,,,,,,dataset_3_tamil
1512637,Gevi,,"Gevi is a Tamil Survival Thriller Film That Follows Mandharai and Malaiyan's Struggle for Justice in a Rural Village Near Kodaikanal. The Film Explores Themes of Love, Survival, and Bureaucratic Apathy, Highlighting the Community's Fight Against Corruption and Adversity. A Powerful Story of Hope and Resilience","Action, Drama",Tamil Dhayalan,"Sheela Rajkumar, Jacqueline, Aadhavan M, Charles Vinoth, Jeeva Subramanian",,2025,0.0,0.0,126.0,,,,1.3537,0.0,0.0,Artup Triangle Film Kampany,18-07-2025,dataset_4
,Ghajinikanth,,An easily distracted youngster goes to great lengths to make sure that his girlfriend and her family members don't find out about his mental condition.,"Comedy, Romance, Family",Santhosh P. Jayakumar,"Arya, Sayesha Saigal, Aadukalam Naren, Uma Padmanabhan, Sampath Raj",Tamil,0,,,,,,,,,,,,dataset_3_tamil
494836,Ghajinikanth,,A forgetful young man falls in love with a girl whose father hates his condition.,"Family, Comedy, Romance",Santhosh P. Jayakumar,"Arya, Sayesha Saigal, Aadukalam Naren, Uma Padmanabhan, Sampath Raj",,2018,5.786,14.0,147.0,,,,0.8499,0.0,0.0,Studio Green,03-08-2018,dataset_4
,Ghora,,"This horror movie revolves around six college friends, Anand, Sara, Radha, Vimal, Tharan and Laxmi. Despite having feelings for each other, Anand and Laxmi can't take their relationship further due to Laxmi's ex-boyfriend's interference. Hoping for Anand and Laxmi to work things out between them, their friends convince them to go on a road trip to a waterfall. The group of friends enjoy the trip at first but their lives are forever changed after returning from it because now they can feel the presence of a demon around them.",Horror,Devendran Arunasalam,"Karnan GCrak, Mugen Rao, Yasmin Nadiah, Sara Baskin, Velarasan",Tamil,0,,,,,,,,,,,,dataset_3_tamil
534601,Ghora,,"This horror movie revolves around six college friends, Anand, Sara, Radha, Vimal, Tharan and Laxmi. Despite having feelings for each other, Anand and Laxmi can't take their relationship further due to Laxmi's ex-boyfriend's interference. Hoping for Anand and Laxmi to work things out between them, their friends convince them to go on a road trip to a waterfall. The group of friends enjoy the trip at first but their lives are forever changed after returning from it because now they can feel the presence of a demon around them.",Horror,Devendran Arunasalam,"Karnan GCrak, Mugen Rao, Yasmin Nadiah, Sara Baskin, Velarasan",,2018,0.0,0.0,105.0,,,,1.9771,0.0,0.0,Algebra Films,28-06-2018,dataset_4
,Ghost Story,,AN ASSISTANT DIRECTOR WHO CONVINCE HIS DIRECTOR TO MAKE A HORROR FILM . THEN HE CHALLENGED TO MAKE HIS OWN HORROR FILM AGAINST HIS DIRECTOR.,"Horror, Comedy",MURALIDHARAN,"AAKASH, AVINASH, TAMIZHARASI",Tamil,0,,,,,,,,,,,,dataset_3_tamil
1373085,Ghost Story,,AN ASSISTANT DIRECTOR WHO CONVINCE HIS DIRECTOR TO MAKE A HORROR FILM . THEN HE CHALLENGED TO MAKE HIS OWN HORROR FILM AGAINST HIS DIRECTOR.,"Horror, Comedy",MURALIDHARAN,"AAKASH, AVINASH, TAMIZHARASI",,2019,8.0,1.0,7.0,,,,0.4043,0.0,0.0,AAHAAN PRODUCTIONS,10-02-2019,dataset_4
,Ghost Story 2,,"Bala is a 20-year-old who has always been lazy. His father Raasikannan live like Korean culture, without worrying about him. Then one day mysterious supernatural activities happened in his house!","Horror, Comedy",MURALIDHARAN,"AAKASH, AVINASH",Tamil,0,,,,,,,,,,,,dataset_3_tamil
1373984,Ghost Story 2,,"Bala is a 20-year-old who has always been lazy. His father Raasikannan live like Korean culture, without worrying about him. Then one day mysterious supernatural activities happened in his house!","Horror, Comedy",MURALIDHARAN,"AAKASH, AVINASH",,2024,10.0,1.0,27.0,,,,0.5106,0.0,0.0,AAHAAN PRODUCTIONS,01-01-2024,dataset_4
,Ghosty,,"An inspector embarks on a mission to track down a gangster who was once in her father's custody several decades ago. However, her quest leads to a string of absurd events that not only jeopardise her mission but also put her life in danger.","Comedy, Drama, Horror",Kalyaan,"Kajal Aggarwal, Yogi Babu, K. S. Ravikumar, Urvashi, Aadukalam Naren",Tamil,0,,,,,,,,,,,,dataset_3_tamil
1043199,Ghosty,,"An inspector embarks on a mission to track down a gangster who was once in her father's custody several decades ago. However, her quest leads to a string of absurd events that not only jeopardise her mission but also put her life in danger.","Comedy, Horror",Kalyaan,"Kajal Aggarwal, Yogi Babu, K. S. Ravikumar, Urvashi, Aadukalam Naren",,2023,4.5,2.0,134.0,,,,0.5824,0.0,0.0,Seed Pictures,17-03-2023,dataset_4
,Gilli Bambaram Goli,,"Four youngsters work in Malaysia to make their ends meet, lock horn with a local gangster, which affects their lives badly. In later half of the movie they fight against him with their respective talents in different outdoor games.",Drama,D. Manoharran,"Deepti Shetty, Naresh, Prasath Karthik, Tamil, Ganja Karuppu",Tamil,0,,,,,,,,,,,,dataset_3_tamil
588951,Gilli Bambaram Goli,,"Four youngsters, who work in Malaysia, lock horns with a local gangster.",,D. Manoharan,"Deepti Shetty, Naresh, Prasath Karthik, Tamil, Ganja Karuppu",,2019,0.0,0.0,152.0,,,,2.0009,0.0,0.0,Shri Sai Film Circuit,15-03-2019,dataset_4
,Ginger Snaps,,"Two death-obsessed sisters, outcasts in their suburban neighborhood, must deal with the tragic consequences when one of them is bitten by a deadly werewolf.","Drama, Fantasy, Horror, Thriller",John Fawcett,"Emily Perkins, Katharine Isabelle, Kris Lemche, Mimi Rogers, Jesse Moss, Danielle Hampton",Tamil,0,,,,,,,,,,,,dataset_3_tamil
